,season,week,awayteam,hometeam,awayscore,homescore,idgame,score_abs,winner_home,winner_away,winner_team,concat,home_coach,away_coach,location_x,weather_type,temperature,humidity,wind,game_date,team,delta_match,pass_yds_MA_5,pass_td_MA_5,rush_yds_MA_5,rush_td_MA_5,rec_yds_MA_5,rec_td_MA_5,fumbles_MA_5,fumbles_rec_MA_5,defense_sacks_MA_5,defense_td_MA_5,interceptions_MA_5,interceptions_td_MA_5,kicks_return_yds_MA_5,kicks_return_td_MA_5,punt_return_yds_MA_5,kicking_pct_MA_5,date,stade,location_y,attendance,capacity,people,attendance_info,month,dayofmonth,dayofweek,hour,minute,win_streak,lose_streak
3185,2020,16,Falcons,Chiefs,14,17,401220223,3,1,0,Chiefs,2020_16_Chiefs_Falcons,Andy Reid,Raheem Morris,Home,cloudy,49,44,8,2020-12-27 18:00:00+00:00,Chiefs,6 days 20:35:00,355.8,2.2,120.4,1.0,355.8,2.2,1.2,0.0,1.2,0.0,1.4,0.0,16.4,0.0,15.4,80.0,2020-12-27 18:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",13470.0,72936,18.0,1,12,27,6,18,0,10.0,0.0
3189,2020,13,Cowboys,Ravens,17,34,401220151,17,1,0,Ravens,2020_13_Ravens_Cowboys,John Harbaugh,Mike McCarthy,Home,cloudy,38,54,9,2020-12-09 01:05:00+00:00,Cowboys,12 days 03:35:00,191.0,1.0,120.0,0.2,191.0,1.0,1.6,0.8,2.2,0.0,0.6,0.0,49.8,0.0,28.6,95.0,2020-12-09 01:05:00+00:00,M&T Bank Stadium,"Baltimore, MD",,70745,,0,12,9,2,1,5,0.0,2.0
3193,2020,13,Bills,49ers,34,24,401220357,-10,0,1,Bills,2020_13_49ers_Bills,Kyle Shanahan,Sean McDermott,Neutral,cloudy,68,70,5,2020-12-08 01:15:00+00:00,49ers,8 days 04:10:00,277.8,0.8,93.0,1.6,277.8,0.8,1.8,0.8,2.0,0.2,1.2,0.2,52.4,0.0,12.0,75.0,2020-12-08 01:15:00+00:00,State Farm Stadium,"Glendale, AZ",,65000,,0,12,8,1,1,15,0.0,1.0
3197,2020,13,Washington,Steelers,23,17,401220176,-6,0,1,Washington,2020_13_Steelers_Washington,Mike Tomlin,Ron Rivera,Home,cloudy,34,58,10,2020-12-07 22:00:00+00:00,Steelers,5 days 01:20:00,271.4,2.4,62.4,0.4,271.4,2.4,1.2,1.2,3.0,0.4,1.6,0.4,35.6,0.0,18.0,73.34,2020-12-07 22:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",,68400,,0,12,7,0,22,0,0.0,1.0
3201,2020,13,Broncos,Chiefs,16,22,401220218,6,1,0,Chiefs,2020_13_Chiefs_Broncos,Andy Reid,Vic Fangio,Home,cloudy,41,70,9,2020-12-07 01:20:00+00:00,Broncos,7 days 04:15:00,220.2,1.2,113.2,0.8,220.2,1.2,1.2,0.0,2.6,0.0,1.0,0.0,49.4,0.0,5.2,100.0,2020-12-07 01:20:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",12578.0,72936,17.0,1,12,7,0,1,20,0.0,2.0
3205,2020,13,Patriots,Chargers,45,0,401220237,-45,0,1,Patriots,2020_13_Chargers_Patriots,Anthony Lynn,Bill Belichick,Home,cloudy,7,20,6,2020-12-06 21:25:00+00:00,Chargers,7 days 03:25:00,294.6,2.2,108.4,0.6,294.6,2.2,1.0,0.8,1.4,0.2,0.6,0.2,53.2,0.0,8.6,73.34,2020-12-06 21:25:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,0,12,6,6,21,25,0.0,2.0
3209,2020,13,Eagles,Packers,16,30,401220297,14,1,0,Packers,2020_13_Packers_Eagles,Matt LaFleur,Doug Pederson,Home,cloudy,34,64,9,2020-12-06 21:25:00+00:00,Eagles,5 days 20:10:00,231.0,1.6,109.4,0.6,231.0,1.6,1.8,1.2,3.0,0.2,0.2,0.0,42.6,0.0,14.0,70.0,2020-12-06 21:25:00+00:00,Lambeau Field,"Green Bay, WI",,81041,,0,12,6,6,21,25,0.0,4.0
3213,2020,16,Vikings,Saints,33,52,401220324,19,1,0,Saints,2020_16_Saints_Vikings,Sean Payton,Mike Zimmer,Home,fair,49,31,9,2020-12-25 21:30:00+00:00,Saints,5 days 00:05:00,166.8,0.8,140.8,2.0,172.0,1.0,1.4,0.6,2.6,0.0,0.8,0.0,26.6,0.0,12.4,30.0,2020-12-25 21:30:00+00:00,Caesars Superdome,"New Orleans, LA",3000.0,73000,4.0,1,12,25,4,21,30,1.0,0.0
3217,2020,17,Washington,Eagles,20,14,401220260,-6,0,1,Washington,2020_17_Eagles_Washington,Doug Pederson,Ron Rivera,Home,rain,38,92,10,2021-01-04 01:20:00+00:00,Eagles,7 days 03:55:00,251.2,1.6,140.2,0.8,251.2,1.6,2.0,0.6,2.4,0.0,0.6,0.0,72.6,0.0,23.2,70.0,2021-01-04 01:20:00+00:00,Lincoln Financial Field,"Philadelphia, PA",,69879,,0,1,4,0,1,20,0.0,3.0
3221,2020,17,Titans,Texans,41,38,401220180,-3,0,1,Titans,2020_17_Texans_Titans,Romeo Crennel,Mike Vrabel,Home,sunny,66,39,11,2021-01-03 21:25:00+00:00,Texans,7 days 03:25:00,315.0,2.0,104.8,0.6,315.0,2.0,2.4,0.4,2.2,0.2,0.2,0.2,63.2,0.0,6.4,73.34,2021-01-03 21:25:00+00:00,NRG Stadium,"Houston, TX",12504.0,71995,17.0,1,1,3,6,21,25,0.0,5.0
3225,2020,17,Saints,Panthers,33,7,401220315,-26,0,1,Saints,2020_17_Panthers_Saints,Matt Rhule,Sean Payton,Home,cloudy,57,80,2,2021-01-03 21:25:00+00:00,Panthers,7 days 00:20:00,252.6,0.6,115.2,1.2,252.6,0.6,1.2,1.6,3.2,0.6,0.4,0.0,25.2,0.0,12.2,70.0,2021-01-03 21:25:00+00:00,Bank of America Stadium,"Charlotte, NC",1500.0,73778,2.0,1,1,3,6,21,25,0.0,1.0
3229,2020,17,Seahawks,49ers,26,23,401220354,-3,0,1,Seahawks,2020_17_49ers_Seahawks,Kyle Shanahan,Pete Carroll,Neutral,cloudy,62,22,1,2021-01-03 21:25:00+00:00,49ers,7 days 23:55:00,265.8,2.0,136.6,0.6,265.8,2.0,1.6,0.8,2.0,0.2,0.8,0.2,20.2,0.0,17.0,55.0,2021-01-03 21:25:00+00:00,State Farm Stadium,"Glendale, AZ",,65000,,0,1,3,6,21,25,0.0,1.0
3233,2020,17,Cardinals,Rams,7,18,401220344,11,1,0,Rams,2020_17_Rams_Cardinals,Sean McVay,Kliff Kingsbury,Home,cloudy,59,63,4,2021-01-03 21:25:00+00:00,Cardinals,7 days 23:55:00,253.2,1.4,122.4,1.2,253.2,1.4,2.0,1.0,4.2,0.0,0.4,0.0,27.0,0.0,16.8,70.0,2021-01-03 21:25:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,0,1,3,6,21,25,0.0,2.0
3237,2020,17,Chargers,Chiefs,38,21,401220220,-17,0,1,Chargers,2020_17_Chiefs_Chargers,Andy Reid,Anthony Lynn,Home,cloudy,35,88,6,2021-01-03 21:25:00+00:00,Chargers,7 days 00:20:00,267.0,1.2,87.2,0.6,267.0,1.2,1.2,0.4,1.8,0.0,1.4,0.0,90.6,0.0,2.2,66.66,2021-01-03 21:25:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",13240.0,72936,18.0,1,1,3,6,21,25,4.0,0.0
3241,2020,17,Jaguars,Colts,14,28,401220187,14,1,0,Colts,2020_17_Colts_Jaguars,Frank Reich,Doug Marrone,Home,cloudy,36,84,4,2021-01-03 21:25:00+00:00,Colts,7 days 03:25:00,264.4,1.8,126.2,1.6,264.4,1.8,0.2,0.8,2.4,0.2,0.6,0.2,65.2,0.0,20.0,80.0,2021-01-03 21:25:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",9976.0,63000,16.0,1,1,3,6,21,25,1.0,0.0
3245,2020,17,Raiders,Broncos,32,31,401220211,-1,0,1,Raiders,2020_17_Broncos_Raiders,Vic Fangio,Jon Gruden,Home,cloudy,53,19,10,2021-01-03 21:25:00+00:00,Broncos,7 days 00:20:00,168.0,1.4,129.6,0.6,168.0,1.4,1.0,0.2,2.2,0.0,0.2,0.0,38.6,0.0,25.4,45.0,2021-01-03 21:25:00+00:00,Empower Field at Mile High,"Denver, CO",,76125,,0,1,3,6,21,25,0.0,3.0
3249,2020,17,Packers,Bears,35,16,401220275,-19,0,1,Packers,2020_17_Bears_Packers,Matt Nagy,Matt LaFleur,Home,cloudy,32,85,7,2021-01-03 21:25:00+00:00,Bears,7 days 03:25:00,248.6,2.0,151.4,1.8,248.6,2.0,1.4,0.4,2.6,0.0,0.8,0.0,51.2,0.0,7.0,100.0,2021-01-03 21:25:00+00:00,Soldier Field,"Chicago, IL",,61500,,0,1,3,6,21,25,0.0,1.0
3253,2020,17,Falcons,Buccaneers,27,44,401220328,17,1,0,Buccaneers,2020_17_Buccaneers_Falcons,Bruce Arians,Raheem Morris,Home,cloudy,65,77,4,2021-01-03 18:00:00+00:00,Buccaneers,8 days 00:00:00,327.6,3.0,77.2,1.0,327.6,3.0,0.4,0.6,3.0,0.0,0.6,0.0,28.0,0.0,15.4,80.0,2021-01-03 18:00:00+00:00,Raymond James Stadium,"Tampa, FL",16009.0,65828,24.0,1,1,3,6,18,0,4.0,0.0
3257,2020,17,Cowboys,Giants,19,23,401220250,4,1,0,Giants,2020_17_Giants_Cowboys,Joe Judge,Mike McCarthy,Home,cloudy,33,85,6,2021-01-03 18:00:00+00:00,Cowboys,6 days 20:35:00,256.6,2.0,102.0,0.6,256.6,2.0,0.2,1.2,2.0,0.4,1.2,0.0,71.6,0.2,8.2,78.34,2021-01-03 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",,82500,,0,1,3,6,18,0,0.0,1.0
3261,2020,17,Jets,Patriots,14,28,401220132,14,1,0,Patriots,2020_17_Patriots_Jets,Bill Belichick,Adam Gase,Home,cloudy,33,75,5,2021-01-03 18:00:00+00:00,Jets,7 days 00:00:00,188.0,1.2,117.2,0.6,188.0,1.2,0.8,1.0,2.8,0.0,0.6,0.0,57.8,0.0,10.0,45.0,2021-01-03 18:00:00+00:00,Gillette Stadium,"Foxboro, MA",,65878,,0,1,3,6,18,0,0.0,1.0
3265,2020,17,Vikings,Lions,37,35,401220284,-2,0,1,Vikings,2020_17_Lions_Vikings,Darrell Bevell,Mike Zimmer,Home,indoor,68,70,5,2021-01-03 18:00:00+00:00,Lions,8 days 00:00:00,285.8,1.2,83.2,1.6,285.8,1.2,1.4,0.4,1.4,0.0,0.0,0.0,83.6,0.0,19.4,60.0,2021-01-03 18:00:00+00:00,Ford Field,"Detroit, MI",,64500,,0,1,3,6,18,0,0.0,4.0
3269,2020,16,Rams,Seahawks,9,20,401220362,11,1,0,Seahawks,2020_16_Seahawks_Rams,Pete Carroll,Sean McVay,Home,cloudy,45,89,2,2020-12-27 21:25:00+00:00,Rams,7 days 00:20:00,254.2,1.4,116.4,1.0,254.2,1.4,0.8,0.6,2.6,0.6,1.0,0.4,21.2,0.0,20.8,83.34,2020-12-27 21:25:00+00:00,Lumen Field,"Seattle, WA",,68740,,0,12,27,6,21,25,0.0,2.0
3273,2020,15,Eagles,Cardinals,26,33,401220339,7,1,0,Cardinals,2020_15_Cardinals_Eagles,Kliff Kingsbury,Doug Pederson,Home,sunny,66,21,2,2020-12-20 21:05:00+00:00,Cardinals,7 days 03:05:00,220.2,1.4,132.6,1.4,220.2,1.4,1.2,0.8,3.0,0.0,0.8,0.0,46.6,0.0,21.4,50.0,2020-12-20 21:05:00+00:00,State Farm Stadium,"Glendale, AZ",,65000,,0,12,20,6,21,5,2.0,0.0
3277,2020,9,Lions,Vikings,20,34,401220299,14,1,0,Vikings,2020_09_Vikings_Lions,Mike Zimmer,Matt Patricia,Home,indoor,68,70,5,2020-11-08 18:00:00+00:00,Lions,7 days 00:00:00,275.0,2.0,90.6,1.0,275.0,2.0,0.6,0.4,1.6,0.0,1.0,0.0,40.2,0.0,5.4,48.34,2020-11-08 18:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",,66468,,0,11,8,6,18,0,0.0,2.0
3281,2020,12,Seahawks,Eagles,23,17,401220262,-6,0,1,Seahawks,2020_12_Eagles_Seahawks,Doug Pederson,Pete Carroll,Home,rain,6,94,16,2020-12-01 01:15:00+00:00,Eagles,8 days 07:15:00,229.4,1.6,134.2,0.8,229.4,1.6,2.4,1.2,3.2,0.2,0.2,0.0,32.2,0.0,14.2,50.0,2020-12-01 01:15:00+00:00,Lincoln Financial Field,"Philadelphia, PA",,69879,,0,12,1,1,1,15,0.0,3.0
3285,2020,6,Chiefs,Bills,26,17,401220117,-9,0,1,Chiefs,2020_06_Bills_Chiefs,Sean McDermott,Andy Reid,Home,rain,51,92,6,2020-10-19 21:00:00+00:00,Bills,5 days 22:00:00,322.6,2.8,93.6,0.8,322.6,2.8,1.2,0.8,2.0,0.0,0.4,0.0,48.2,0.0,24.6,70.0,2020-10-19 21:00:00+00:00,Highmark Stadium,"Orchard Park, NY",,71621,,0,10,19,0,21,0,0.0,2.0
3289,2020,6,Rams,49ers,16,24,401220353,8,1,0,49ers,2020_06_49ers_Rams,Kyle Shanahan,Sean McVay,Home,sunny,86,22,10,2020-10-19 00:20:00+00:00,49ers,7 days 04:15:00,262.6,1.4,129.0,1.6,262.6,1.4,1.0,0.4,2.0,0.0,0.6,0.0,21.4,0.0,10.4,75.0,2020-10-19 00:20:00+00:00,Levi's Stadium,"Santa Clara, CA",,68500,,0,10,19,0,0,20,1.0,0.0
3293,2020,6,Packers,Buccaneers,10,38,401220331,28,1,0,Buccaneers,2020_06_Buccaneers_Packers,Bruce Arians,Matt LaFleur,Home,cloudy,88,48,12,2020-10-18 20:25:00+00:00,Buccaneers,9 days 20:05:00,275.0,2.4,99.4,0.8,275.0,2.4,1.2,0.6,3.4,0.0,1.2,0.0,19.8,0.0,13.6,80.0,2020-10-18 20:25:00+00:00,Raymond James Stadium,"Tampa, FL",15540.0,65828,24.0,1,10,18,6,20,25,1.0,0.0
3297,2020,6,Jets,Dolphins,0,24,401220124,24,1,0,Dolphins,2020_06_Dolphins_Jets,Brian Flores,Adam Gase,Home,cloudy,85,66,15,2020-10-18 20:05:00+00:00,Dolphins,7 days 00:00:00,268.8,1.4,104.2,1.2,268.8,1.4,0.8,0.8,2.8,0.0,0.8,0.0,10.2,0.0,11.2,100.0,2020-10-18 20:05:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",10772.0,64767,17.0,1,10,18,6,20,5,2.0,0.0
3301,2020,6,Lions,Jaguars,34,16,401220200,-18,0,1,Lions,2020_06_Jaguars_Lions,Doug Marrone,Matt Patricia,Home,cloudy,78,78,10,2020-10-18 17:00:00+00:00,Jaguars,7 days 00:00:00,287.8,2.0,98.4,0.6,287.8,2.0,1.0,0.0,1.0,0.0,1.0,0.0,22.8,0.0,1.6,56.0,2020-10-18 17:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",14513.0,67858,21.0,1,10,18,6,17,0,0.0,5.0
3305,2020,6,Bears,Panthers,23,16,401220317,-7,0,1,Bears,2020_06_Panthers_Bears,Matt Rhule,Matt Nagy,Home,sunny,63,44,6,2020-10-18 17:00:00+00:00,Bears,9 days 16:40:00,248.0,2.2,95.4,0.2,248.0,2.2,1.0,0.4,2.2,0.0,0.6,0.0,97.2,0.0,6.0,80.0,2020-10-18 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",5240.0,73778,7.0,1,10,18,6,17,0,2.0,0.0
3309,2020,6,Browns,Steelers,7,38,401220172,31,1,0,Steelers,2020_06_Steelers_Browns,Mike Tomlin,Kevin Stefanski,Home,sunny,61,43,9,2020-10-18 17:00:00+00:00,Browns,6 days 20:35:00,206.2,2.0,188.4,1.6,206.2,2.0,1.0,1.6,2.4,0.2,1.2,0.2,42.2,0.0,8.6,60.0,2020-10-18 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",5260.0,68400,8.0,1,10,18,6,17,0,0.0,1.0
3313,2020,6,Ravens,Eagles,30,28,401220263,-2,0,1,Ravens,2020_06_Eagles_Ravens,Doug Pederson,John Harbaugh,Home,sunny,61,52,7,2020-10-18 17:00:00+00:00,Eagles,7 days 00:00:00,254.0,1.2,97.2,1.6,254.0,1.2,1.4,0.8,2.8,0.2,0.6,0.2,25.6,0.0,5.2,70.0,2020-10-18 17:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",,69879,,0,10,18,6,17,0,0.0,2.0
3317,2020,6,Washington,Giants,19,20,401220252,1,1,0,Giants,2020_06_Giants_Washington,Joe Judge,Ron Rivera,Home,cloudy,62,48,5,2020-10-18 17:00:00+00:00,Giants,6 days 20:35:00,222.2,0.4,79.0,0.6,222.2,0.4,1.4,0.6,2.4,0.2,0.6,0.2,37.8,0.0,16.0,93.34,2020-10-18 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",,82500,,0,10,18,6,17,0,1.0,0.0
3321,2020,12,Ravens,Steelers,14,19,401220170,5,1,0,Steelers,2020_12_Steelers_Ravens,Mike Tomlin,John Harbaugh,Home,cloudy,36,68,14,2020-12-02 20:40:00+00:00,Ravens,10 days 02:40:00,199.8,1.2,160.2,1.2,199.8,1.2,2.4,0.6,2.2,0.2,0.4,0.0,31.6,0.0,15.6,100.0,2020-12-02 20:40:00+00:00,Acrisure Stadium,"Pittsburgh, PA",,68400,,0,12,2,2,20,40,0.0,3.0
3325,2020,6,Falcons,Vikings,40,23,401220301,-17,0,1,Falcons,2020_06_Vikings_Falcons,Mike Zimmer,Raheem Morris,Home,indoor,32,56,11,2020-10-18 17:00:00+00:00,Falcons,7 days 00:00:00,294.4,1.4,114.6,1.2,294.4,1.4,0.6,0.6,1.4,0.0,0.4,0.0,34.8,0.0,8.6,93.34,2020-10-18 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",,66468,,0,10,18,6,17,0,1.0,0.0
3329,2020,6,Bengals,Colts,27,31,401220190,4,1,0,Colts,2020_06_Colts_Bengals,Frank Reich,Zac Taylor,Home,cloudy,57,58,16,2020-10-18 17:00:00+00:00,Bengals,7 days 00:00:00,236.4,1.0,128.8,1.2,236.4,1.0,1.6,0.0,2.4,0.0,1.2,0.0,43.8,0.0,6.8,93.34,2020-10-18 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",12453.0,63000,20.0,1,10,18,6,17,0,0.0,2.0
3333,2020,6,Texans,Titans,36,42,401220202,6,1,0,Titans,2020_06_Titans_Texans,Mike Vrabel,Romeo Crennel,Home,cloudy,61,58,10,2020-10-18 17:00:00+00:00,Texans,7 days 00:00:00,290.2,1.8,84.6,0.6,290.2,1.8,1.0,0.4,2.6,0.0,0.0,0.0,38.2,0.0,13.8,60.0,2020-10-18 17:00:00+00:00,Nissan Stadium,"Nashville, TN",10166.0,69143,15.0,1,10,18,6,17,0,0.0,1.0
3337,2020,5,Bills,Titans,16,42,401220209,26,1,0,Titans,2020_05_Titans_Bills,Mike Vrabel,Sean McDermott,Home,sunny,73,32,3,2020-10-13 23:00:00+00:00,Bills,9 days 02:35:00,313.0,2.4,89.2,0.8,313.0,2.4,1.2,0.8,2.4,0.0,0.6,0.0,33.6,0.0,25.6,70.0,2020-10-13 23:00:00+00:00,Nissan Stadium,"Nashville, TN",8403.0,69143,12.0,1,10,13,1,23,0,0.0,1.0
3341,2020,5,Chargers,Saints,27,30,401220326,3,1,0,Saints,2020_05_Saints_Chargers,Sean Payton,Anthony Lynn,Home,sunny,88,51,7,2020-10-13 00:15:00+00:00,Chargers,8 days 07:15:00,284.0,1.4,121.8,0.8,284.0,1.4,1.2,0.2,1.2,0.2,0.6,0.2,50.6,0.0,6.0,65.0,2020-10-13 00:15:00+00:00,Caesars Superdome,"New Orleans, LA",749.0,73000,1.0,1,10,13,1,0,15,0.0,4.0
3345,2020,5,Vikings,Seahawks,26,27,401220367,1,1,0,Seahawks,2020_05_Seahawks_Vikings,Pete Carroll,Mike Zimmer,Home,rain,54,90,10,2020-10-12 00:20:00+00:00,Seahawks,7 days 07:20:00,303.6,3.6,115.6,0.8,303.6,3.6,1.0,0.4,1.6,0.0,1.2,0.0,42.0,0.0,10.2,40.0,2020-10-12 00:20:00+00:00,Lumen Field,"Seattle, WA",,68740,,0,10,12,0,0,20,5.0,0.0
3349,2020,5,Giants,Cowboys,34,37,401220242,3,1,0,Cowboys,2020_05_Cowboys_Giants,Mike McCarthy,Joe Judge,Home,cloudy,95,31,11,2020-10-11 20:25:00+00:00,Cowboys,7 days 03:25:00,398.6,2.6,126.0,1.6,398.6,2.6,1.6,0.2,2.0,0.0,0.4,0.0,59.6,0.0,18.8,70.0,2020-10-11 20:25:00+00:00,AT&T Stadium,"Arlington, TX",25147.0,100000,25.0,1,10,11,6,20,25,1.0,0.0
3353,2020,5,Colts,Browns,23,32,401220166,9,1,0,Browns,2020_05_Browns_Colts,Kevin Stefanski,Frank Reich,Home,sunny,64,67,16,2020-10-11 20:25:00+00:00,Browns,7 days 03:25:00,209.0,2.2,178.4,1.6,209.0,2.2,1.0,1.4,2.4,0.0,1.0,0.0,41.4,0.0,9.4,60.0,2020-10-11 20:25:00+00:00,FirstEnergy Stadium,"Cleveland, OH",,67431,,0,10,11,6,20,25,4.0,0.0
3357,2020,5,Dolphins,49ers,43,17,401220358,-26,0,1,Dolphins,2020_05_49ers_Dolphins,Kyle Shanahan,Brian Flores,Home,sunny,73,41,6,2020-10-11 20:05:00+00:00,49ers,6 days 19:45:00,285.4,1.2,128.4,2.0,285.4,1.2,0.8,0.4,1.8,0.0,0.6,0.0,17.4,0.0,8.2,75.0,2020-10-11 20:05:00+00:00,Levi's Stadium,"Santa Clara, CA",,68500,,0,10,11,6,20,5,0.0,2.0
3361,2020,5,Jaguars,Texans,14,30,401220179,16,1,0,Texans,2020_05_Texans_Jaguars,Romeo Crennel,Doug Marrone,Home,cloudy,86,84,6,2020-10-11 17:00:00+00:00,Jaguars,7 days 00:00:00,286.6,2.2,96.8,0.6,286.6,2.2,0.8,0.4,1.4,0.2,0.6,0.0,36.8,0.0,2.6,76.0,2020-10-11 17:00:00+00:00,NRG Stadium,"Houston, TX",12413.0,71995,17.0,1,10,11,6,17,0,0.0,4.0
3365,2020,5,Bengals,Ravens,3,27,401220146,24,1,0,Ravens,2020_05_Ravens_Bengals,John Harbaugh,Zac Taylor,Home,cloudy,69,92,3,2020-10-11 17:00:00+00:00,Bengals,7 days 00:00:00,279.0,1.8,126.6,1.2,279.0,1.8,1.2,0.0,2.6,0.0,1.2,0.0,53.8,0.0,14.4,93.34,2020-10-11 17:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",,70745,,0,10,11,6,17,0,0.0,1.0
3369,2020,5,Rams,Washington,30,10,401220269,-20,0,1,Rams,2020_05_Washington_Rams,Ron Rivera,Sean McVay,Home,cloudy,69,82,2,2020-10-11 17:00:00+00:00,Rams,6 days 20:55:00,276.4,1.8,136.4,1.6,276.4,1.8,1.2,1.0,2.6,0.0,1.2,0.0,27.8,0.0,8.4,73.34,2020-10-11 17:00:00+00:00,FedExField,"Landover, MD",,67617,,0,10,11,6,17,0,2.0,0.0
3373,2020,5,Eagles,Steelers,29,38,401220175,9,1,0,Steelers,2020_05_Steelers_Eagles,Mike Tomlin,Doug Pederson,Home,cloudy,7,89,4,2020-10-11 17:00:00+00:00,Eagles,6 days 16:40:00,262.6,1.0,102.0,1.4,262.6,1.0,1.6,0.8,3.0,0.2,0.6,0.2,32.8,0.0,5.2,76.66,2020-10-11 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",4708.0,68400,7.0,1,10,11,6,17,0,0.0,1.0
3377,2020,5,Cardinals,Jets,30,10,401220143,-20,0,1,Cardinals,2020_05_Jets_Cardinals,Adam Gase,Kliff Kingsbury,Home,cloudy,64,57,8,2020-10-11 17:00:00+00:00,Cardinals,7 days 00:00:00,248.8,1.8,129.8,1.2,248.8,1.8,1.4,0.4,2.4,0.0,0.2,0.0,41.8,0.0,2.6,66.66,2020-10-11 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",,82500,,0,10,11,6,17,0,1.0,0.0
3381,2020,5,Raiders,Chiefs,40,32,401220219,-8,0,1,Raiders,2020_05_Chiefs_Raiders,Andy Reid,Jon Gruden,Home,sunny,8,57,16,2020-10-11 17:00:00+00:00,Chiefs,5 days 17:55:00,261.6,2.4,135.8,0.8,261.6,2.4,0.6,0.4,3.0,0.2,1.4,0.2,43.0,0.2,8.8,80.0,2020-10-11 17:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",13311.0,72936,18.0,1,10,11,6,17,0,0.0,1.0
3385,2020,5,Panthers,Falcons,23,16,401220306,-7,0,1,Panthers,2020_05_Falcons_Panthers,Dan Quinn,Matt Rhule,Home,indoor,72,70,5,2020-10-11 17:00:00+00:00,Falcons,5 days 16:00:00,311.8,1.6,98.8,1.0,311.8,1.6,0.6,0.8,1.6,0.2,0.8,0.2,28.8,0.0,8.6,93.34,2020-10-11 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",,75000,,0,10,11,6,17,0,0.0,5.0
3389,2020,5,Buccaneers,Bears,19,20,401220278,1,1,0,Bears,2020_05_Bears_Buccaneers,Matt Nagy,Bruce Arians,Home,cloudy,57,74,7,2020-10-09 00:20:00+00:00,Bears,4 days 03:55:00,240.8,2.0,120.0,0.2,240.8,2.0,1.2,0.4,1.6,0.0,1.0,0.0,82.2,0.0,4.8,80.0,2020-10-09 00:20:00+00:00,Soldier Field,"Chicago, IL",,61500,,0,10,9,4,0,20,1.0,0.0
3393,2020,6,Cardinals,Cowboys,38,10,401220245,-28,0,1,Cardinals,2020_06_Cowboys_Cardinals,Mike McCarthy,Kliff Kingsbury,Home,cloudy,64,69,5,2020-10-20 00:15:00+00:00,Cardinals,8 days 07:15:00,259.8,1.6,141.0,1.6,259.8,1.6,1.0,0.4,2.8,0.0,0.2,0.0,34.4,0.0,4.2,66.66,2020-10-20 00:15:00+00:00,AT&T Stadium,"Arlington, TX",25174.0,100000,25.0,1,10,20,1,0,15,2.0,0.0
3397,2020,4,Falcons,Packers,16,30,401220293,14,1,0,Packers,2020_04_Packers_Falcons,Matt LaFleur,Dan Quinn,Home,cloudy,53,46,9,2020-10-06 01:00:00+00:00,Falcons,8 days 08:00:00,331.6,1.8,110.2,1.0,331.6,1.8,0.8,1.0,2.0,0.2,0.8,0.2,29.6,0.0,12.6,83.34,2020-10-06 01:00:00+00:00,Lambeau Field,"Green Bay, WI",,81041,,0,10,6,1,1,0,0.0,4.0
3401,2020,7,Giants,Eagles,21,22,401220259,1,1,0,Eagles,2020_07_Eagles_Giants,Doug Pederson,Joe Judge,Home,cloudy,7,75,4,2020-10-23 00:20:00+00:00,Eagles,4 days 07:20:00,238.8,1.4,111.8,1.2,238.8,1.4,2.0,0.6,2.6,0.2,0.4,0.2,33.4,0.0,8.6,50.0,2020-10-23 00:20:00+00:00,Lincoln Financial Field,"Philadelphia, PA",,69879,,0,10,23,4,0,20,1.0,0.0
3405,2020,7,Browns,Bengals,37,34,401220155,-3,0,1,Browns,2020_07_Bengals_Browns,Zac Taylor,Kevin Stefanski,Home,cloudy,48,77,8,2020-10-25 17:00:00+00:00,Bengals,7 days 00:00:00,261.0,0.8,112.6,1.2,261.0,0.8,1.6,0.2,1.4,0.0,0.8,0.0,39.4,0.0,9.0,86.68,2020-10-25 17:00:00+00:00,Paycor Stadium,"Cincinnati, OH",9732.0,65515,15.0,1,10,25,6,17,0,0.0,3.0
